DIST,LAN_1,LAN_2,f1_1,f1_2,f1_3,f1_4,f1_avg,eval_loss_1,eval_loss_2,eval_loss_3,eval_loss_4,eval_loss_avg,prec_1,prec_2,prec_3,prec_4,prec_avg,rec_1,rec_2,rec_3,rec_4,rec_avg
0.0,Fr,Fr,0.893212669683257,0.888047231814637,0.876112099644128,0.887096774193548,0.8861171938338925,0.1984371405724488,0.202130661576116,0.2192373082463677,0.1965491358844449,0.6535558961758154,0.886195286195286,0.87894156560088,0.870112657388999,0.882884919737734,0.8795336072307247,0.900342075256556,0.89734353894642,0.882194848824188,0.89134900707601,0.8928073675257935
0.0,Cz,Cz,0.9060739526784,0.91023464802795,0.915395566402277,0.906259359089547,0.9094908815495435,0.1286610537943727,0.1151119061183302,0.1196576897074,0.1260376123912597,0.5935890889732581,0.90136539637252,0.903468780971258,0.910764872521246,0.89668115369419,0.9030700508898035,0.91083196046128,0.91710261569416,0.920073589533932,0.916044399596367,0.9160131413214347
0.0,Hng,Hng,0.904727423192303,0.912152269399707,0.915792689135525,0.914913462534977,0.9118964610656279,0.1008996036884204,0.0970074704382568,0.103278548046268,0.1053776079589313,0.5773889399234049,0.898684751335799,0.909109860329372,0.909587378640776,0.9059934318555,0.9058438555403617,0.910851905852947,0.915215110178384,0.922083247898298,0.924010885492987,0.918040287355654
0.0,Swd,Swd,0.96926853215513,0.96884581149243,0.970608339029391,0.971073156283937,0.969948959740222,0.02711624687416899,0.03035835384279478,0.0340838422954037,0.0343878621332092,0.5238969878256954,0.968792934249263,0.964742958440023,0.967114224557306,0.967158308751229,0.9669521064994553,0.969744597249508,0.972983710766785,0.974127793022344,0.975019825535289,0.9729689816434816
0.0,Swd,Nor,0.775514201762977,0.793023955096722,0.773456790123456,0.778719672610347,0.7801786548983756,0.42773070419097,0.4093709841251434,0.445719122881192,0.4658354122710617,0.8348213098358058,0.76325428957007,0.78043006510159,0.767142857142857,0.7690531177829,0.7699700823993542,0.788174397770256,0.80603096984515,0.779875518672199,0.788632326820603,0.7906783032770519
0.0,Nor,Swd,0.74200234297557,0.821095037538912,0.813144079331129,0.778097429996164,0.7885847224604439,0.205349844277,0.293954284872614,0.324085109418983,0.271827708531341,0.700315665556831,0.685367071749625,0.761548913043478,0.806712962962962,0.75352897473997,0.7517894806240089,0.808840864440078,0.890742947953913,0.819678557428459,0.8043219666931,0.8308960841288875
0.0,Nor,Nor,0.922026518899663,0.927101287640677,0.918235112619561,0.921070693205216,0.9221084030912792,0.1069416079556508,0.0998323900980914,0.1041137912808567,0.1033174771364087,0.578593219093229,0.9165846940783,0.922704339051463,0.910462981847848,0.915237724084177,0.916247434765447,0.927533346605614,0.931540342298288,0.926141078838174,0.926978488257351,0.9280483139998568
0.0,Rus,Rus,0.90099750623441,0.902533383252215,0.906131440460163,0.898547094188376,0.902052356033791,0.147452741074583,0.154573129844182,0.1501482253256931,0.173061803640784,0.6176656925102649,0.89541511771995,0.899950223992035,0.902486591906387,0.897198599299649,0.8987626332295052,0.906649937264742,0.905131414267834,0.909805849102973,0.899899648770697,0.9053717123515614
0.0,Rom,Rom,0.925132341820015,0.925815252695855,0.94074356046187,0.931653302787323,0.9308361144412658,0.168560095400846,0.1468773413906715,0.1292895403004168,0.15897975710044,0.6142073482004258,0.91956903031821,0.92353551062726,0.936584133400707,0.928698299923877,0.9270967435675136,0.930763378138473,0.928106277676478,0.944940096864644,0.934627170582226,0.9346092308154553
0.0,Alb,Alb,0.957738672578633,0.947788951646232,0.950657894736842,0.956966929569669,0.953288112132844,0.073717491108647,0.0829336116234706,0.0823839282293961,0.068724679203153,0.556206524635299,0.95495993368333,0.944535969247666,0.949616648411829,0.957629465522016,0.9516855042162102,0.96053362979433,0.951064418025988,0.951701427003293,0.956305309734513,0.9549011961395311
